,ID,Label,Category,Set
2228,E,dead,medium,Mid
2229,E,dead,medium,Mid
2230,E,dead,medium,Mid
2231,E,dead,medium,Mid
2232,E,dead,medium,Mid
2233,E,dead,medium,Mid
2234,E,dead,medium,Mid
2235,E,dead,medium,Mid
2236,E,dead,medium,Mid
2237,E,dead,medium,Mid
2238,E,dead,medium,Mid
2239,E,dead,medium,Mid
2240,E,dead,medium,Mid
2241,E,dead,medium,Mid
2242,E,dead,medium,Mid
2243,E,dead,medium,Mid
2244,E,dead,medium,Mid
2245,E,dead,medium,Mid
2246,E,dead,medium,Mid
2247,E,dead,medium,Mid
2248,E,dead,medium,Mid
2249,E,dead,medium,Mid
2250,E,dead,medium,Mid
2251,E,dead,medium,Mid
2252,E,dead,medium,Mid
2253,E,dead,medium,Mid
2254,E,dead,medium,Mid
2255,E,dead,medium,Mid
2256,E,dead,medium,Mid
2257,E,dead,medium,Mid
2258,E,dead,medium,Mid
2259,E,dead,medium,Mid
2260,E,dead,medium,Mid
2261,E,dead,medium,Mid
2262,E,dead,medium,Mid
2263,E,dead,medium,Mid
2264,E,dead,medium,Mid
2265,E,dead,medium,Mid
2266,E,dead,medium,Mid
2267,E,dead,medium,Mid
2268,E,dead,medium,Mid
2269,E,dead,medium,Mid
2270,E,dead,medium,Mid
2271,E,dead,medium,Mid
2272,E,dead,medium,Mid
2273,E,dead,medium,Mid
2274,E,dead,medium,Mid
2275,E,dead,medium,Mid
2276,E,dead,medium,Mid
2277,E,dead,medium,Mid
2278,E,dead,medium,Mid
2279,E,dead,medium,Mid
2280,E,dead,medium,Mid
2281,E,dead,medium,Mid
2282,E,dead,medium,Mid
2283,E,dead,medium,Mid
2284,E,dead,medium,Mid
2285,E,dead,medium,Mid
2286,A,bench,heavy,High
2287,A,bench,heavy,High
2288,A,bench,heavy,High
2289,A,bench,heavy,High
2290,A,bench,heavy,High
2291,A,bench,heavy,High
2292,A,bench,heavy,High
2293,A,bench,heavy,High
2294,A,bench,heavy,High
2295,A,bench,heavy,High
2296,A,bench,heavy,High
2297,A,bench,heavy,High
2298,A,bench,heavy,High
2299,A,bench,heavy,High
2300,A,bench,heavy,High
2301,A,bench,heavy,High
2302,A,bench,heavy,High
2303,A,bench,heavy,High
2304,A,bench,heavy,High
2305,A,bench,heavy,High
2306,A,bench,heavy,High
2307,A,bench,heavy,High
2308,A,bench,heavy,High
2309,A,bench,heavy,High
2310,A,bench,heavy,High
2311,A,bench,heavy,High
2312,A,bench,heavy,High
2313,A,bench,heavy,High
2314,A,bench,heavy,High
2315,A,bench,heavy,High
2316,A,bench,heavy,High
2317,A,bench,heavy,High
2318,A,bench,heavy,High
2319,A,bench,heavy,High
2320,A,bench,heavy,High
2321,A,bench,heavy,High
2322,A,bench,heavy,High
2323,A,bench,heavy,High
2324,A,bench,heavy,High
2325,A,bench,heavy,High
2326,A,bench,heavy,High
2327,A,bench,heavy,High
2328,A,bench,heavy,High
2329,A,bench,heavy,High
2330,A,bench,heavy,High
2331,A,bench,heavy,High
2332,A,bench,heavy,High
2333,A,bench,heavy,High
2334,A,bench,heavy,High
2335,A,bench,heavy,High
2336,A,bench,heavy,High
2337,A,bench,heavy,High
2338,A,bench,heavy,High
2339,A,bench,heavy,High
2340,A,bench,heavy,High
2341,A,bench,heavy,High
2342,A,bench,heavy,High
2343,A,bench,heavy,High
2344,A,bench,heavy,High
2345,A,bench,heavy,High
2346,A,bench,heavy,High
2347,A,bench,heavy,High
2348,A,bench,heavy,High
2349,A,bench,heavy,High
2350,A,bench,heavy,High
2351,A,bench,heavy,High
2352,A,bench,heavy,High
2353,A,bench,heavy,High
2354,A,bench,heavy,High
2355,A,bench,heavy,High
2356,A,bench,heavy,High
2357,A,bench,heavy,High
2358,A,bench,heavy,High
2359,A,bench,heavy,High
2360,A,bench,heavy,High
2361,A,bench,heavy,High
2362,A,bench,heavy,High
2363,A,bench,heavy,High
2364,A,bench,heavy,High
2365,A,bench,heavy,High
2366,A,bench,heavy,High
2367,A,bench,heavy,High
2368,A,bench,heavy,High
2369,A,bench,heavy,High
2370,A,bench,heavy,High
2371,A,bench,heavy,High
2372,A,bench,heavy,High
2373,A,bench,heavy,High
2374,A,bench,heavy,High
2375,A,bench,heavy,High
2376,A,bench,heavy,High
2377,A,bench,heavy,High
2378,A,bench,heavy,High
2379,A,bench,heavy,High
2380,A,bench,heavy,High
2381,A,bench,heavy,High
2382,A,bench,heavy,High
2383,A,bench,heavy,High
2384,A,bench,heavy,High
2385,A,bench,heavy,High
2386,A,bench,heavy,High
2387,A,bench,heavy,High
2388,A,bench,heavy,High
2389,A,bench,heavy,High
2390,A,bench,heavy,High
2391,A,bench,heavy,High
2392,A,bench,heavy,High
2393,A,bench,heavy,High
2394,A,bench,heavy,High
2395,A,bench,heavy,High
2396,A,bench,heavy,High
2397,A,bench,heavy,High
2398,A,bench,heavy,High
2399,A,bench,heavy,High
2400,A,bench,heavy,High
2401,A,bench,heavy,High
2402,A,bench,heavy,High
2403,A,bench,heavy,High
2404,A,bench,heavy,High
2405,A,bench,heavy,High
2406,A,bench,heavy,High
2407,A,bench,heavy,High
2408,A,bench,heavy,High
2409,A,bench,heavy,High
2410,C,bench,heavy,Mid
2411,C,bench,heavy,Mid
2412,C,bench,heavy,Mid
2413,C,bench,heavy,Mid
2414,C,bench,heavy,Mid
2415,C,bench,heavy,Mid
2416,C,bench,heavy,Mid
2417,C,bench,heavy,Mid
2418,C,bench,heavy,Mid
2419,C,bench,heavy,Mid
2420,C,bench,heavy,Mid
2421,C,bench,heavy,Mid
2422,C,bench,heavy,Mid
2423,C,bench,heavy,Mid
2424,C,bench,heavy,Mid
2425,C,bench,heavy,Mid
2426,C,bench,heavy,Mid
2427,C,bench,heavy,Mid
2428,C,bench,heavy,Mid
2429,C,bench,heavy,Mid
2430,C,bench,heavy,Mid
2431,C,bench,heavy,Mid
2432,C,bench,heavy,Mid
2433,C,bench,heavy,Mid
2434,C,bench,heavy,Mid
2435,C,bench,heavy,Mid
2436,C,bench,heavy,Mid
2437,C,bench,heavy,Mid
2438,C,bench,heavy,Mid
2439,C,bench,heavy,Mid
2440,C,bench,heavy,Mid
2441,C,bench,heavy,Mid
2442,C,bench,heavy,Mid
2443,C,bench,heavy,Mid
2444,C,bench,heavy,Mid
2445,C,bench,heavy,Mid
2446,C,bench,heavy,Mid
2447,C,bench,heavy,Mid
2448,C,bench,heavy,Mid
2449,C,bench,heavy,Mid
2450,C,bench,heavy,Mid
2451,C,bench,heavy,Mid
2452,C,bench,heavy,Mid
2453,C,bench,heavy,Mid
2454,C,bench,heavy,Mid
2455,C,bench,heavy,Mid
2456,C,bench,heavy,Mid
2457,C,bench,heavy,Mid
2458,C,bench,heavy,Mid
2459,C,bench,heavy,Mid
2460,C,bench,heavy,Mid
2461,C,bench,heavy,Mid
2462,C,bench,heavy,Mid
2463,C,bench,heavy,Mid
2464,C,bench,heavy,Mid
2465,C,bench,heavy,Mid
2466,C,bench,heavy,Mid
2467,C,bench,heavy,Mid
2468,C,bench,heavy,Mid
2469,C,bench,heavy,Mid
2470,C,bench,heavy,Mid
2471,C,bench,heavy,Mid
2472,C,bench,heavy,Mid
2473,C,bench,heavy,Mid
2474,C,bench,heavy,Mid
2475,C,bench,heavy,Mid
2476,C,bench,heavy,Mid
2477,C,bench,heavy,Mid
2478,C,bench,heavy,Mid
2479,C,bench,heavy,Mid
2480,C,bench,heavy,Mid
2481,C,bench,heavy,Mid
2482,C,bench,heavy,Mid
2483,C,bench,heavy,High
2484,C,bench,heavy,High
2485,C,bench,heavy,High
2486,C,bench,heavy,High
2487,C,bench,heavy,High
2488,C,bench,heavy,High
2489,C,bench,heavy,High
2490,C,bench,heavy,High
2491,C,bench,heavy,High
2492,C,bench,heavy,High
2493,C,bench,heavy,High
2494,C,bench,heavy,High
2495,C,bench,heavy,High
2496,C,bench,heavy,High
2497,C,bench,heavy,High
2498,C,bench,heavy,High
2499,C,bench,heavy,High
2500,C,bench,heavy,High
2501,C,bench,heavy,High
2502,C,bench,heavy,High
2503,C,bench,heavy,High
2504,C,bench,heavy,High
2505,C,bench,heavy,High
2506,C,bench,heavy,High
2507,C,bench,heavy,High
2508,C,bench,heavy,High
2509,C,bench,heavy,High
2510,C,bench,heavy,High
2511,C,bench,heavy,High
2512,C,bench,heavy,High
2513,C,bench,heavy,High
2514,C,bench,heavy,High
2515,C,bench,heavy,High
2516,C,bench,heavy,High
2517,C,bench,heavy,High
2518,C,bench,heavy,High
2519,C,bench,heavy,High
2520,C,bench,heavy,High
2521,C,bench,heavy,High
2522,C,bench,heavy,High
2523,C,bench,heavy,High
2524,C,bench,heavy,High
2525,C,bench,heavy,High
2526,C,bench,heavy,High
2527,C,bench,heavy,High
2528,C,bench,heavy,High
2529,C,bench,heavy,High
2530,C,bench,heavy,High
2531,C,bench,heavy,High
2532,C,bench,heavy,High
2533,C,bench,heavy,High
2534,C,bench,heavy,High
2535,C,bench,heavy,High
2536,C,bench,heavy,High
2537,C,bench,heavy,High
2538,C,bench,heavy,High
2539,C,bench,heavy,High
2540,C,bench,heavy,High
2541,C,bench,heavy,High
2542,C,bench,heavy,High
2543,C,bench,heavy,High
2544,C,bench,heavy,High
2545,C,bench,heavy,High
2546,C,bench,heavy,High
2547,C,bench,heavy,High
2548,C,bench,heavy,High
2549,C,bench,heavy,High
2550,C,bench,heavy,High
2551,C,bench,heavy,High
2552,C,bench,heavy,High
2553,C,bench,heavy,High
2554,C,bench,heavy,High
2555,A,ohp,heavy,Mid
2556,A,ohp,heavy,Mid
2557,A,ohp,heavy,Mid
2558,A,ohp,heavy,Mid
2559,A,ohp,heavy,Mid
2560,A,ohp,heavy,Mid
2561,A,ohp,heavy,Mid
2562,A,ohp,heavy,Mid
2563,A,ohp,heavy,Mid
2564,A,ohp,heavy,Mid
2565,A,ohp,heavy,Mid
2566,A,ohp,heavy,Mid
2567,A,ohp,heavy,Mid
2568,A,ohp,heavy,Mid
2569,A,ohp,heavy,Mid
2570,A,ohp,heavy,Mid
2571,A,ohp,heavy,Mid
2572,A,ohp,heavy,Mid
2573,A,ohp,heavy,Mid
2574,A,ohp,heavy,Mid
2575,A,ohp,heavy,Mid
2576,A,ohp,heavy,Mid
2577,A,ohp,heavy,Mid
2578,A,ohp,heavy,Mid
2579,A,ohp,heavy,Mid
2580,A,ohp,heavy,Mid
2581,A,ohp,heavy,Mid
2582,A,ohp,heavy,Mid
2583,A,ohp,heavy,Mid
2584,A,ohp,heavy,Mid
2585,A,ohp,heavy,Mid
2586,A,ohp,heavy,Mid
2587,A,ohp,heavy,Mid
2588,A,ohp,heavy,Mid
2589,A,ohp,heavy,Mid
2590,A,ohp,heavy,Mid
2591,A,ohp,heavy,Mid
2592,A,ohp,heavy,Mid
2593,A,ohp,heavy,Mid
2594,A,ohp,heavy,Mid
2595,A,ohp,heavy,Mid
2596,A,ohp,heavy,Mid
2597,A,ohp,heavy,Mid
2598,A,ohp,heavy,Mid
2599,A,ohp,heavy,Mid
2600,A,ohp,heavy,Mid
2601,A,ohp,heavy,Mid
2602,A,ohp,heavy,Mid
2603,A,ohp,heavy,Mid
2604,A,ohp,heavy,Mid
2605,A,ohp,heavy,Mid
2606,A,ohp,heavy,Mid
2607,A,ohp,heavy,Mid
2608,A,ohp,heavy,Mid
2609,A,ohp,heavy,Mid
2610,A,ohp,heavy,Mid
2611,A,ohp,heavy,Mid
2612,A,ohp,heavy,Mid
2613,A,ohp,heavy,Mid
2614,A,ohp,heavy,Mid
2615,A,ohp,heavy,Mid
2616,A,ohp,heavy,Mid
2617,A,ohp,heavy,Mid
2618,A,ohp,heavy,Mid
2619,A,ohp,heavy,Mid
2620,A,ohp,heavy,Mid
2621,A,ohp,heavy,Mid
2622,A,ohp,heavy,Mid
2623,A,ohp,heavy,Mid
2624,C,bench,heavy,High
2625,C,bench,heavy,High
2626,C,bench,heavy,High
2627,C,bench,heavy,High
2628,C,bench,heavy,High
2629,C,bench,heavy,High
2630,C,bench,heavy,High
2631,C,bench,heavy,High
2632,C,bench,heavy,High
2633,C,bench,heavy,High
2634,C,bench,heavy,High
2635,C,bench,heavy,High
2636,C,bench,heavy,High
2637,C,bench,heavy,High
2638,C,bench,heavy,High
2639,C,bench,heavy,High
2640,C,bench,heavy,High
2641,C,bench,heavy,High
2642,C,bench,heavy,High
2643,C,bench,heavy,High
2644,C,bench,heavy,High
2645,C,bench,heavy,High
2646,C,bench,heavy,High
2647,C,bench,heavy,High
2648,C,bench,heavy,High
2649,C,bench,heavy,High
2650,C,bench,heavy,High
2651,C,bench,heavy,High
2652,C,bench,heavy,High
2653,C,bench,heavy,High
2654,C,bench,heavy,High
2655,C,bench,heavy,High
2656,C,bench,heavy,High
2657,C,bench,heavy,High
2658,C,bench,heavy,High
2659,C,bench,heavy,High
2660,C,bench,heavy,High
2661,C,bench,heavy,High
2662,C,bench,heavy,High
2663,C,bench,heavy,High
2664,C,bench,heavy,High
2665,C,bench,heavy,High
2666,C,bench,heavy,High
2667,C,bench,heavy,High
2668,C,bench,heavy,High
2669,C,bench,heavy,High
2670,C,bench,heavy,High
2671,C,bench,heavy,High
2672,C,bench,heavy,High
2673,C,bench,heavy,High
2674,C,bench,heavy,High
2675,C,bench,heavy,High
2676,C,bench,heavy,High
2677,C,bench,heavy,High
2678,C,bench,heavy,High
2679,C,bench,heavy,High
2680,C,bench,heavy,High
2681,C,bench,heavy,High
2682,C,bench,heavy,High
2683,C,bench,heavy,High
2684,C,bench,heavy,High
2685,C,bench,heavy,High
2686,C,bench,heavy,High
2687,C,bench,heavy,High
2688,C,bench,heavy,High
2689,C,bench,heavy,High
2690,C,bench,heavy,High
2691,C,bench,heavy,High
2692,C,bench,heavy,High
2693,C,bench,heavy,High
2694,C,bench,heavy,High
2695,C,bench,heavy,High
2696,C,bench,heavy,High
2697,C,bench,heavy,High
2698,C,bench,heavy,High
2699,C,bench,heavy,High
2700,C,bench,heavy,High
2701,C,bench,heavy,High
2702,C,bench,heavy,High
2703,C,bench,heavy,High
2704,C,bench,heavy,High
2705,C,bench,heavy,High
2706,C,bench,heavy,High
2707,C,bench,heavy,High
2708,C,bench,heavy,High
2709,C,bench,heavy,High
2710,C,bench,heavy,High
2711,A,ohp,heavy,High
2712,A,ohp,heavy,High
2713,A,ohp,heavy,High
2714,A,ohp,heavy,High
2715,A,ohp,heavy,High
2716,A,ohp,heavy,High
2717,A,ohp,heavy,High
2718,A,ohp,heavy,High
2719,A,ohp,heavy,High
2720,A,ohp,heavy,High
2721,A,ohp,heavy,High
2722,A,ohp,heavy,High
2723,A,ohp,heavy,High
2724,A,ohp,heavy,High
2725,A,ohp,heavy,High
2726,A,ohp,heavy,High
2727,A,ohp,heavy,High
2728,A,ohp,heavy,High
2729,A,ohp,heavy,High
2730,A,ohp,heavy,High
2731,A,ohp,heavy,High
2732,A,ohp,heavy,High
2733,A,ohp,heavy,High
2734,A,ohp,heavy,High
2735,A,ohp,heavy,High
2736,A,ohp,heavy,High
2737,A,ohp,heavy,High
2738,A,ohp,heavy,High
2739,A,ohp,heavy,High
2740,A,ohp,heavy,High
2741,A,ohp,heavy,High
2742,A,ohp,heavy,High
2743,A,ohp,heavy,High
2744,A,ohp,heavy,High
2745,A,ohp,heavy,High
2746,A,ohp,heavy,High
2747,A,ohp,heavy,High
2748,A,ohp,heavy,High
2749,A,ohp,heavy,High
2750,A,ohp,heavy,High
2751,A,ohp,heavy,High
2752,A,ohp,heavy,High
2753,A,ohp,heavy,High
2754,A,ohp,heavy,High
2755,A,ohp,heavy,High
2756,A,ohp,heavy,High
2757,A,ohp,heavy,High
2758,A,ohp,heavy,High
2759,A,ohp,heavy,High
2760,A,ohp,heavy,High
2761,A,ohp,heavy,High
2762,A,ohp,heavy,High
2763,A,ohp,heavy,High
2764,A,ohp,heavy,High
2765,A,ohp,heavy,High
2766,A,ohp,heavy,High
2767,A,ohp,heavy,High
2768,A,ohp,heavy,High
2769,A,ohp,heavy,High
2770,A,ohp,heavy,High
2771,A,ohp,heavy,High
2772,A,ohp,heavy,High
2773,A,ohp,heavy,High
2774,A,ohp,heavy,High
2775,A,ohp,heavy,High
2776,A,ohp,heavy,High
2777,A,ohp,heavy,High
2778,A,ohp,heavy,High
2779,A,ohp,heavy,High
2780,A,ohp,heavy,High
2781,A,ohp,heavy,High
2782,A,ohp,heavy,High
2783,A,ohp,heavy,High
2784,A,ohp,heavy,High
2785,A,ohp,heavy,High
2786,C,ohp,heavy,Mid
2787,C,ohp,heavy,Mid
2788,C,ohp,heavy,Mid
2789,C,ohp,heavy,Mid
2790,C,ohp,heavy,Mid
2791,C,ohp,heavy,Mid
2792,C,ohp,heavy,Mid
2793,C,ohp,heavy,Mid
2794,C,ohp,heavy,Mid
2795,C,ohp,heavy,Mid
2796,C,ohp,heavy,Mid
2797,C,ohp,heavy,Mid
2798,C,ohp,heavy,Mid
2799,C,ohp,heavy,Mid
2800,C,ohp,heavy,Mid
2801,C,ohp,heavy,Mid
2802,C,ohp,heavy,Mid
2803,C,ohp,heavy,Mid
2804,C,ohp,heavy,Mid
2805,C,ohp,heavy,Mid
2806,C,ohp,heavy,Mid
2807,C,ohp,heavy,Mid
2808,C,ohp,heavy,Mid
2809,C,ohp,heavy,Mid
2810,C,ohp,heavy,Mid
2811,C,ohp,heavy,Mid
2812,C,ohp,heavy,Mid
2813,C,ohp,heavy,Mid
2814,C,ohp,heavy,Mid
2815,C,ohp,heavy,Mid
2816,C,ohp,heavy,Mid
2817,C,ohp,heavy,Mid
2818,C,ohp,heavy,Mid
2819,C,ohp,heavy,Mid
2820,C,ohp,heavy,Mid
2821,C,ohp,heavy,Mid
2822,C,ohp,heavy,Mid
2823,C,ohp,heavy,Mid
2824,C,ohp,heavy,Mid
2825,C,ohp,heavy,Mid
2826,C,ohp,heavy,Mid
2827,C,ohp,heavy,Mid
2828,C,ohp,heavy,Mid
2829,C,ohp,heavy,Mid
2830,C,ohp,heavy,Mid
2831,C,ohp,heavy,Mid
2832,C,ohp,heavy,Mid
2833,C,ohp,heavy,Mid
2834,C,ohp,heavy,Mid
2835,C,ohp,heavy,Mid
2836,C,ohp,heavy,Mid
2837,C,ohp,heavy,Mid
2838,C,ohp,heavy,Mid
2839,C,ohp,heavy,Mid
2840,C,ohp,heavy,Mid
2841,C,ohp,heavy,Mid
2842,C,ohp,heavy,Mid
2843,C,ohp,heavy,Mid
2844,C,ohp,heavy,Mid
2845,C,ohp,heavy,Mid
2846,C,ohp,heavy,Mid
2847,C,ohp,heavy,Mid
2848,C,ohp,heavy,Mid
2849,C,ohp,heavy,Mid
2850,C,ohp,heavy,Mid
2851,C,ohp,heavy,Mid
2852,C,ohp,heavy,Mid
2853,C,ohp,heavy,Mid
2854,C,ohp,heavy,Mid
2855,C,ohp,heavy,Mid
2856,C,ohp,heavy,Mid
2857,C,ohp,heavy,Mid
2858,C,ohp,heavy,Mid
2859,C,ohp,heavy,Mid
2860,C,ohp,heavy,Mid
2861,C,ohp,heavy,Mid
2862,C,ohp,heavy,Mid
2863,C,ohp,heavy,Mid
2864,C,ohp,heavy,Mid
2865,A,ohp,heavy,Mid
2866,A,ohp,heavy,Mid
2867,A,ohp,heavy,Mid
2868,A,ohp,heavy,Mid
2869,A,ohp,heavy,Mid
2870,A,ohp,heavy,Mid
2871,A,ohp,heavy,Mid
2872,A,ohp,heavy,Mid
2873,A,ohp,heavy,Mid
2874,A,ohp,heavy,Mid
2875,A,ohp,heavy,Mid
2876,A,ohp,heavy,Mid
2877,A,ohp,heavy,Mid
2878,A,ohp,heavy,Mid
2879,A,ohp,heavy,Mid
2880,A,ohp,heavy,Mid
2881,A,ohp,heavy,Mid
2882,A,ohp,heavy,Mid
2883,A,ohp,heavy,Mid
2884,A,ohp,heavy,Mid
2885,A,ohp,heavy,Mid
2886,A,ohp,heavy,Mid
2887,A,ohp,heavy,Mid
2888,A,ohp,heavy,Mid
2889,A,ohp,heavy,Mid
2890,A,ohp,heavy,Mid
2891,A,ohp,heavy,Mid
2892,A,ohp,heavy,Mid
2893,A,ohp,heavy,Mid
2894,A,ohp,heavy,Mid
2895,A,ohp,heavy,Mid
2896,A,ohp,heavy,Mid
2897,A,ohp,heavy,Mid
2898,A,ohp,heavy,Mid
2899,A,ohp,heavy,Mid
2900,A,ohp,heavy,Mid
2901,A,ohp,heavy,Mid
2902,A,ohp,heavy,Mid
2903,A,ohp,heavy,Mid
2904,A,ohp,heavy,Mid
2905,A,ohp,heavy,Mid
2906,A,ohp,heavy,Mid
2907,A,ohp,heavy,Mid
2908,A,ohp,heavy,Mid
2909,A,ohp,heavy,Mid
2910,A,ohp,heavy,Mid
2911,A,ohp,heavy,Mid
2912,A,ohp,heavy,Mid
2913,A,ohp,heavy,Mid
2914,A,ohp,heavy,Mid
2915,A,ohp,heavy,Mid
2916,A,ohp,heavy,Mid
2917,A,ohp,heavy,Mid
2918,A,ohp,heavy,Mid
2919,A,ohp,heavy,Mid
2920,A,ohp,heavy,Mid
2921,A,ohp,heavy,Mid
2922,A,ohp,heavy,Mid
2923,A,ohp,heavy,Mid
2924,A,ohp,heavy,Mid
2925,A,ohp,heavy,Mid
2926,A,ohp,heavy,Mid
2927,A,ohp,heavy,Mid
2928,A,ohp,heavy,Mid
2929,A,ohp,heavy,Mid
2930,A,ohp,heavy,Mid
2931,A,ohp,heavy,Mid
2932,A,ohp,heavy,Mid
2933,A,ohp,heavy,Mid
2934,A,ohp,heavy,Mid
2935,A,ohp,heavy,Mid
2936,A,ohp,heavy,Mid
2937,A,ohp,heavy,Mid
2938,A,ohp,heavy,Mid
2939,A,ohp,heavy,Mid
2940,C,ohp,heavy,Mid
2941,C,ohp,heavy,Mid
2942,C,ohp,heavy,Mid
2943,C,ohp,heavy,Mid
2944,C,ohp,heavy,Mid
2945,C,ohp,heavy,Mid
2946,C,ohp,heavy,Mid
2947,C,ohp,heavy,Mid
2948,C,ohp,heavy,Mid
2949,C,ohp,heavy,Mid
2950,C,ohp,heavy,Mid
2951,C,ohp,heavy,Mid
2952,C,ohp,heavy,Mid
2953,C,ohp,heavy,Mid
2954,C,ohp,heavy,Mid
2955,C,ohp,heavy,Mid
2956,C,ohp,heavy,Mid
2957,C,ohp,heavy,Mid
2958,C,ohp,heavy,Mid
2959,C,ohp,heavy,Mid
2960,C,ohp,heavy,Mid
2961,C,ohp,heavy,Mid
2962,C,ohp,heavy,Mid
2963,C,ohp,heavy,Mid
2964,C,ohp,heavy,Mid
2965,C,ohp,heavy,Mid
2966,C,ohp,heavy,Mid
2967,C,ohp,heavy,Mid
2968,C,ohp,heavy,Mid
2969,C,ohp,heavy,Mid
2970,C,ohp,heavy,Mid
2971,C,ohp,heavy,Mid
2972,C,ohp,heavy,Mid
2973,C,ohp,heavy,Mid
2974,C,ohp,heavy,Mid
2975,C,ohp,heavy,Mid
2976,C,ohp,heavy,Mid
2977,C,ohp,heavy,Mid
2978,C,ohp,heavy,Mid
2979,C,ohp,heavy,Mid
2980,C,ohp,heavy,Mid
2981,C,ohp,heavy,Mid
2982,C,ohp,heavy,Mid
2983,C,ohp,heavy,Mid
2984,C,ohp,heavy,Mid
2985,C,ohp,heavy,Mid
2986,C,ohp,heavy,Mid
2987,C,ohp,heavy,Mid
2988,C,ohp,heavy,Mid
2989,C,ohp,heavy,Mid
2990,C,ohp,heavy,Mid
2991,C,ohp,heavy,Mid
2992,C,ohp,heavy,Mid
2993,C,ohp,heavy,Mid
2994,C,ohp,heavy,Mid
2995,C,ohp,heavy,Mid
2996,C,ohp,heavy,Mid
2997,C,ohp,heavy,Mid
2998,C,ohp,heavy,Mid
2999,C,ohp,heavy,Mid
3000,C,ohp,heavy,Mid
3001,C,ohp,heavy,Mid
3002,C,ohp,heavy,Mid
3003,C,ohp,heavy,Mid
3004,C,ohp,heavy,Mid
3005,C,ohp,heavy,Mid
3006,C,ohp,heavy,Mid
3007,C,ohp,heavy,Mid
3008,C,ohp,heavy,Mid
3009,C,ohp,heavy,Mid
3010,C,ohp,heavy,Mid
3011,C,ohp,heavy,Mid
3012,C,ohp,heavy,Mid
3013,C,ohp,heavy,Mid
3014,C,ohp,heavy,Mid
3015,C,ohp,heavy,Mid
3016,C,ohp,heavy,Mid
3017,C,ohp,heavy,Mid
3018,C,ohp,heavy,Mid
3019,C,ohp,heavy,Mid
3020,C,ohp,heavy,Mid
3021,C,ohp,heavy,Mid
3022,C,ohp,heavy,Mid
3023,C,ohp,heavy,Mid
3024,C,ohp,heavy,Mid
3025,C,ohp,heavy,Mid
3026,C,ohp,heavy,Mid
3027,C,ohp,heavy,Mid
3028,C,ohp,heavy,Mid
3029,C,ohp,heavy,Mid
3030,C,ohp,heavy,Mid
3031,C,row,medium,Mid
3032,C,row,medium,Mid
3033,C,row,medium,Mid
3034,C,row,medium,Mid
3035,C,row,medium,Mid
3036,C,row,medium,Mid
3037,C,row,medium,Mid
3038,C,row,medium,Mid
3039,C,row,medium,Mid
3040,C,row,medium,Mid
3041,C,row,medium,Mid
3042,C,row,medium,Mid
3043,C,row,medium,Mid
3044,C,row,medium,Mid
3045,C,row,medium,Mid
3046,C,row,medium,Mid
3047,C,row,medium,Mid
3048,C,row,medium,Mid
3049,C,row,medium,Mid
3050,C,row,medium,Mid
3051,C,row,medium,Mid
3052,C,row,medium,Mid
3053,C,row,medium,Mid
3054,C,row,medium,Mid
3055,C,row,medium,Mid
3056,C,row,medium,Mid
3057,C,row,medium,Mid
3058,C,row,medium,Mid
3059,C,row,medium,Mid
3060,C,row,medium,Mid
3061,C,row,medium,Mid
3062,C,row,medium,Mid
3063,C,row,medium,Mid
3064,C,row,medium,Mid
3065,C,row,medium,Mid
3066,C,row,medium,Mid
3067,C,row,medium,Mid
3068,C,row,medium,Mid
3069,C,row,medium,Mid
3070,C,row,medium,Mid
3071,C,row,medium,Mid
3072,C,row,medium,Mid
3073,C,row,medium,Mid
3074,C,row,medium,Mid
3075,C,row,medium,Mid
3076,C,row,medium,Mid
3077,C,row,medium,Mid
3078,C,row,medium,Mid
3079,C,row,medium,Mid
3080,C,row,medium,Mid
3081,C,row,medium,Mid
3082,C,row,medium,Mid
3083,C,row,medium,Mid
3084,C,row,medium,Mid
3085,C,row,medium,Mid
3086,C,row,medium,Mid
3087,C,row,medium,Mid
3088,C,row,medium,Mid
3089,C,row,medium,Mid
3090,C,row,medium,Mid
3091,C,row,medium,Mid
3092,C,row,medium,Mid
3093,C,row,medium,Mid
3094,C,row,medium,Mid
3095,C,row,medium,Mid
3096,C,row,medium,Mid
3097,C,row,medium,Mid
3098,C,row,medium,Mid
3099,C,row,medium,Mid
3100,C,row,medium,Mid
3101,C,row,medium,Mid
3102,C,row,medium,Mid
3103,C,row,medium,Mid
3104,C,row,medium,Mid
3105,C,row,medium,Mid
3106,C,row,medium,Mid
3107,C,row,medium,Mid
3108,C,row,medium,Mid
3109,C,row,medium,Mid
3110,A,row,heavy,Mid
3111,A,row,heavy,Mid
3112,A,row,heavy,Mid
3113,A,row,heavy,Mid
3114,A,row,heavy,Mid
3115,A,row,heavy,Mid
3116,A,row,heavy,Mid
3117,A,row,heavy,Mid
3118,A,row,heavy,Mid
3119,A,row,heavy,Mid
3120,A,row,heavy,Mid
3121,A,row,heavy,Mid
3122,A,row,heavy,Mid
3123,A,row,heavy,Mid
3124,A,row,heavy,Mid
3125,A,row,heavy,Mid
3126,A,row,heavy,Mid
3127,A,row,heavy,Mid
3128,A,row,heavy,Mid
3129,A,row,heavy,Mid
3130,A,row,heavy,Mid
3131,A,row,heavy,Mid
3132,A,row,heavy,Mid
3133,A,row,heavy,Mid
3134,A,row,heavy,Mid
3135,A,row,heavy,Mid
3136,A,row,heavy,Mid
